"date","name","type","bx","direction"
2020-01-13,"cfcs-teens learning choices","Meat/Protein",0.5,"Distributed"
2020-01-13,"drake village","Bakery",1,"Distributed"
2020-01-13,"drake village","Prepared Foods",1,"Distributed"
2020-01-13,"drake village","Produce",7,"Distributed"
2020-01-13,"fidelity house","Non-perishables",2,"Distributed"
2020-01-13,"fidelity house","Produce",1,"Distributed"
2020-01-13,"joseph m. tierney learning center","Bakery",3,"Distributed"
2020-01-13,"joseph m. tierney learning center","Non-perishables",4,"Distributed"
2020-01-13,"joseph m. tierney learning center","Produce",4,"Distributed"
2020-01-13,"joseph m. tierney learning center","Dairy and Eggs",0.5,"Distributed"
2020-01-13,"massachusetts bay veterans center","Bakery",1,"Distributed"
2020-01-13,"massachusetts bay veterans center","Prepared Foods",4,"Distributed"
2020-01-13,"massachusetts bay veterans center","Dairy and Eggs",1,"Distributed"
2020-01-13,"medford senior center","Bakery",6,"Distributed"
2020-01-13,"medford senior center","Non-perishables",1,"Distributed"
2020-01-13,"medford senior center","Prepared Foods",1,"Distributed"
2020-01-13,"medford senior center","Produce",3,"Distributed"
2020-01-13,"medford senior center","Dairy and Eggs",2,"Distributed"
2020-01-13,"menotomy manor","Bakery",3,"Distributed"
2020-01-13,"menotomy manor","Prepared Foods",7,"Distributed"
2020-01-13,"menotomy manor","Produce",4,"Distributed"
2020-01-13,"menotomy manor","Dairy and Eggs",4,"Distributed"
2020-01-13,"menotomy manor","Meat/Protein",1,"Distributed"
2020-01-13,"washington st residents","Bakery",0.5,"Distributed"
2020-01-13,"washington st residents","Produce",1,"Distributed"
2020-01-13,"washington st residents","Dairy and Eggs",4.5,"Distributed"
2020-01-13,"washington st residents","Meat/Protein",1.5,"Distributed"
2020-01-13,"wayside youth & family support - steps","Prepared Foods",1,"Distributed"
2020-01-13,"wayside youth & family support - steps","Produce",2,"Distributed"
2020-01-13,"wayside youth & family support - steps","Dairy and Eggs",1,"Distributed"
2020-01-13,"great harvest bread","Bakery",3,"Received"
2020-01-13,"panera - burlington","Bakery",6,"Received"
2020-01-13,"panera - lexington","Bakery",4,"Received"
2020-01-13,"trader joe's - arlington","Bakery",2,"Received"
2020-01-13,"trader joe's - arlington","Non-perishables",1,"Received"
2020-01-13,"trader joe's - arlington","Prepared Foods",3,"Received"
2020-01-13,"trader joe's - arlington","Produce",7,"Received"
2020-01-13,"trader joe's - arlington","Dairy and Eggs",3,"Received"
2020-01-13,"trader joe's - arlington","Meat/Protein",2,"Received"
2020-01-13,"wegmans medford","Bakery",4.7,"Received"
2020-01-13,"wegmans medford","Prepared Foods",6,"Received"
2020-01-13,"wegmans medford","Meat/Protein",1,"Received"
2020-01-13,"whole foods market - arlington","Bakery",2,"Received"
2020-01-13,"whole foods market - arlington","Non-perishables",1,"Received"
2020-01-13,"whole foods market - arlington","Prepared Foods",1,"Received"
2020-01-13,"whole foods market - arlington","Produce",3,"Received"
2020-01-13,"whole foods market - arlington","Dairy and Eggs",2,"Received"
2020-01-13,"whole foods market - medford","Bakery",9,"Received"
2020-01-13,"whole foods market - medford","Non-perishables",3.5,"Received"
2020-01-13,"whole foods market - medford","Prepared Foods",6,"Received"
2020-01-13,"whole foods market - medford","Produce",12,"Received"
2020-01-13,"whole foods market - medford","Dairy and Eggs",10,"Received"
2020-01-13,"whole foods market - medford","Meat/Protein",0.5,"Received"
2020-01-13,"wicked bagels","Bakery",7,"Received"
2020-01-14,"arlington eats market","Bakery",11,"Distributed"
2020-01-14,"arlington eats market","Produce",2,"Distributed"
2020-01-14,"bunker hill community college- dish","Bakery",6,"Distributed"
2020-01-14,"chestnut manor","Bakery",2,"Distributed"
2020-01-14,"chestnut manor","Non-perishables",0.5,"Distributed"
2020-01-14,"chestnut manor","Produce",3,"Distributed"
2020-01-14,"chestnut manor","Dairy and Eggs",0.5,"Distributed"
2020-01-14,"chestnut manor","Meat/Protein",1,"Distributed"
2020-01-14,"cusack terrace","Non-perishables",2.5,"Distributed"
2020-01-14,"cusack terrace","Prepared Foods",0.5,"Distributed"
2020-01-14,"cusack terrace","Produce",4,"Distributed"
2020-01-14,"cusack terrace","Dairy and Eggs",0.5,"Distributed"
2020-01-14,"cusack terrace","Meat/Protein",2,"Distributed"
2020-01-14,"medford senior center","Bakery",5.5,"Distributed"
2020-01-14,"menotomy manor","Prepared Foods",1,"Distributed"
2020-01-14,"menotomy manor","Produce",4,"Distributed"
2020-01-14,"project soup","Bakery",5,"Distributed"
2020-01-14,"panera - lexington","Bakery",5,"Received"
2020-01-14,"russo's","Produce",3,"Received"
2020-01-14,"stop and shop arlington","Bakery",1.5,"Received"
2020-01-14,"stop and shop arlington","Non-perishables",2.5,"Received"
2020-01-14,"trader joe's - arlington","Bakery",4,"Received"
2020-01-14,"trader joe's - arlington","Non-perishables",3,"Received"
2020-01-14,"trader joe's - arlington","Prepared Foods",0.5,"Received"
2020-01-14,"trader joe's - arlington","Produce",2,"Received"
2020-01-14,"trader joe's - arlington","Dairy and Eggs",1,"Received"
2020-01-14,"trader joe's - arlington","Meat/Protein",1,"Received"
2020-01-14,"whole foods market - arlington","Bakery",5,"Received"
2020-01-14,"whole foods market - arlington","Prepared Foods",2,"Received"
2020-01-14,"whole foods market - arlington","Produce",5,"Received"
2020-01-14,"whole foods market - medford","Bakery",10.5,"Received"
2020-01-14,"whole foods market - medford","Non-perishables",1,"Received"
2020-01-14,"whole foods market - medford","Prepared Foods",4,"Received"
2020-01-14,"whole foods market - medford","Produce",4,"Received"
2020-01-14,"whole foods market - medford","Dairy and Eggs",3,"Received"
2020-01-14,"wicked bagels","Bakery",6,"Received"
2020-01-15,"arlington boys & girls club","Non-perishables",2,"Distributed"
2020-01-15,"arlington boys & girls club","Produce",1.5,"Distributed"
2020-01-15,"arlington boys & girls club","Dairy and Eggs",0.5,"Distributed"
2020-01-15,"arlington eats market","Bakery",3,"Distributed"
2020-01-15,"arlington eats market","Dairy and Eggs",2,"Distributed"
2020-01-15,"arlington senior center","Produce",4,"Distributed"
2020-01-15,"brenda","Produce",1,"Distributed"
2020-01-15,"fidelity house","Non-perishables",0.5,"Distributed"
2020-01-15,"fidelity house","Produce",1,"Distributed"
2020-01-15,"let - lex eat together","Produce",1,"Distributed"
2020-01-15,"massachusetts bay veterans center","Prepared Foods",1,"Distributed"
2020-01-15,"medford senior center","Bakery",6,"Distributed"
2020-01-15,"medford senior center","Produce",4.5,"Distributed"
2020-01-15,"trader joe's - arlington","Bakery",5,"Received"
2020-01-15,"trader joe's - arlington","Prepared Foods",1.5,"Received"
2020-01-15,"trader joe's - arlington","Produce",2.5,"Received"
2020-01-15,"whole foods market - arlington","Bakery",4,"Received"
2020-01-15,"whole foods market - arlington","Produce",4,"Received"
2020-01-15,"whole foods market - arlington","Dairy and Eggs",0.5,"Received"
2020-01-15,"whole foods market - medford","Bakery",2.5,"Received"
2020-01-15,"whole foods market - medford","Non-perishables",5,"Received"
2020-01-15,"whole foods market - medford","Produce",8,"Received"
2020-01-15,"whole foods market - medford","Dairy and Eggs",2.5,"Received"
2020-01-15,"wicked bagels","Bakery",3,"Received"
2020-01-16,"arlington senior center","Bakery",1,"Distributed"
2020-01-16,"brenda","Bakery",3,"Distributed"
2020-01-16,"brenda","Non-perishables",4,"Distributed"
2020-01-16,"brenda","Prepared Foods",1,"Distributed"
2020-01-16,"brenda","Produce",1,"Distributed"
2020-01-16,"medford community cupboard","Bakery",15.5,"Distributed"
2020-01-16,"medford community cupboard","Prepared Foods",1,"Distributed"
2020-01-16,"medford community cupboard","Produce",19,"Distributed"
2020-01-16,"medford community cupboard","Dairy and Eggs",2,"Distributed"
2020-01-16,"menotomy manor","Prepared Foods",15,"Distributed"
2020-01-16,"menotomy manor","Dairy and Eggs",1,"Distributed"
2020-01-16,"costco","Bakery",13,"Received"
2020-01-16,"costco","Prepared Foods",3,"Received"
2020-01-16,"panera - burlington","Bakery",2,"Received"
2020-01-16,"panera - lexington","Bakery",5,"Received"
2020-01-16,"stop and shop arlington","Prepared Foods",16,"Received"
2020-01-16,"trader joe's - arlington","Bakery",4,"Received"
2020-01-16,"trader joe's - arlington","Non-perishables",0.5,"Received"
2020-01-16,"trader joe's - arlington","Prepared Foods",1,"Received"
2020-01-16,"trader joe's - arlington","Produce",3,"Received"
2020-01-16,"trader joe's - arlington","Dairy and Eggs",1,"Received"
2020-01-16,"trader joe's - arlington","Meat/Protein",1,"Received"
2020-01-16,"wakefield schools","Non-perishables",1,"Received"
2020-01-16,"wakefield schools","Produce",1,"Received"
2020-01-16,"wakefield schools","Dairy and Eggs",2,"Received"
2020-01-16,"whole foods market - arlington","Bakery",3.5,"Received"
2020-01-16,"whole foods market - arlington","Non-perishables",1,"Received"
2020-01-16,"whole foods market - arlington","Prepared Foods",2,"Received"
2020-01-16,"whole foods market - arlington","Produce",6,"Received"
2020-01-16,"whole foods market - medford","Bakery",4,"Received"
2020-01-16,"whole foods market - medford","Non-perishables",0.25,"Received"
2020-01-16,"whole foods market - medford","Prepared Foods",0.25,"Received"
2020-01-16,"whole foods market - medford","Produce",10,"Received"
2020-01-16,"wicked bagels","Bakery",4,"Received"
2020-01-17,"arlington american legion post 39","Bakery",2,"Distributed"
2020-01-17,"arlington boys & girls club","Produce",2,"Distributed"
2020-01-17,"arlington boys & girls club","Dairy and Eggs",1,"Distributed"
2020-01-17,"bedford senior center","Bakery",1,"Distributed"
2020-01-17,"bedford senior center","Produce",3,"Distributed"
2020-01-17,"bedford senior center","Dairy and Eggs",1,"Distributed"
2020-01-17,"brenda","Prepared Foods",0.5,"Distributed"
2020-01-17,"brenda","Produce",2,"Distributed"
2020-01-17,"cusack terrace","Bakery",2,"Distributed"
2020-01-17,"cusack terrace","Non-perishables",1,"Distributed"
2020-01-17,"cusack terrace","Produce",2,"Distributed"
2020-01-17,"drake village","Bakery",2,"Distributed"
2020-01-17,"drake village","Prepared Foods",2,"Distributed"
2020-01-17,"drake village","Produce",5,"Distributed"
2020-01-17,"drake village","Dairy and Eggs",0.5,"Distributed"
2020-01-17,"lexington interfaith food pantry","Bakery",3,"Distributed"
2020-01-17,"lexington interfaith food pantry","Produce",2,"Distributed"
2020-01-17,"massachusetts bay veterans center","Prepared Foods",2,"Distributed"
2020-01-17,"massachusetts bay veterans center","Produce",1,"Distributed"
2020-01-17,"medford senior center","Bakery",4,"Distributed"
2020-01-17,"medford senior center","Produce",4,"Distributed"
2020-01-17,"medford senior center","Dairy and Eggs",1,"Distributed"
2020-01-17,"menotomy manor","Bakery",1,"Distributed"
2020-01-17,"menotomy manor","Produce",4.5,"Distributed"
2020-01-17,"menotomy manor","Dairy and Eggs",1,"Distributed"
2020-01-17,"la patisserie","Bakery",3,"Received"
2020-01-17,"neighborhood produce","Non-perishables",0.5,"Received"
2020-01-17,"neighborhood produce","Produce",1.5,"Received"
2020-01-17,"neighborhood produce","Dairy and Eggs",0.5,"Received"
2020-01-17,"trader joe's - arlington","Bakery",4,"Received"
2020-01-17,"trader joe's - arlington","Non-perishables",1,"Received"
2020-01-17,"trader joe's - arlington","Prepared Foods",1,"Received"
2020-01-17,"trader joe's - arlington","Produce",8,"Received"
2020-01-17,"trader joe's - arlington","Meat/Protein",2,"Received"
2020-01-17,"whole foods market - arlington","Bakery",4,"Received"
2020-01-17,"whole foods market - arlington","Prepared Foods",1,"Received"
2020-01-17,"whole foods market - arlington","Produce",7,"Received"
2020-01-17,"whole foods market - medford","Bakery",5,"Received"
2020-01-17,"whole foods market - medford","Non-perishables",1,"Received"
2020-01-17,"whole foods market - medford","Prepared Foods",2,"Received"
2020-01-17,"whole foods market - medford","Produce",11,"Received"
2020-01-17,"whole foods market - medford","Dairy and Eggs",5,"Received"
2020-01-17,"wicked bagels","Bakery",2,"Received"
2020-01-18,"emmanuel evangelical church","Bakery",1,"Distributed"
2020-01-18,"emmanuel evangelical church","Prepared Foods",1,"Distributed"
2020-01-18,"emmanuel evangelical church","Produce",5,"Distributed"
2020-01-18,"emmanuel evangelical church","Dairy and Eggs",3,"Distributed"
2020-01-18,"emmanuel evangelical church","Meat/Protein",7,"Distributed"
2020-01-18,"house of hope","Produce",3,"Distributed"
2020-01-18,"house of hope","Meat/Protein",3,"Distributed"
2020-01-18,"lowell transitional transitional living center","Prepared Foods",2,"Distributed"
2020-01-18,"lowell transitional transitional living center","Produce",2,"Distributed"
2020-01-18,"stop and shop arlington","Non-perishables",4,"Received"
2020-01-18,"stop and shop arlington","Dairy and Eggs",1,"Received"
2020-01-18,"trader joe's - arlington","Bakery",3,"Received"
2020-01-18,"trader joe's - arlington","Prepared Foods",1.5,"Received"
2020-01-18,"trader joe's - arlington","Produce",9,"Received"
2020-01-18,"trader joe's - arlington","Meat/Protein",3,"Received"
2020-01-18,"trader joes - fresh pond","Bakery",2,"Received"
2020-01-18,"trader joes - fresh pond","Prepared Foods",0.5,"Received"
2020-01-18,"trader joes - fresh pond","Produce",22.5,"Received"
2020-01-18,"trader joes - fresh pond","Meat/Protein",0.5,"Received"
2020-01-18,"whole foods market - arlington","Bakery",5,"Received"
2020-01-18,"whole foods market - arlington","Non-perishables",4,"Received"
2020-01-18,"whole foods market - arlington","Prepared Foods",2,"Received"
2020-01-18,"whole foods market - arlington","Produce",2,"Received"
2020-01-18,"whole foods market - arlington","Dairy and Eggs",1,"Received"
2020-01-18,"wicked bagels","Bakery",2,"Received"
2020-01-19,"panera - burlington","Bakery",3,"Received"
2020-01-19,"trader joe's - arlington","Bakery",2,"Received"
2020-01-19,"trader joe's - arlington","Prepared Foods",2,"Received"
2020-01-19,"trader joe's - arlington","Produce",6,"Received"
2020-01-19,"trader joe's - arlington","Meat/Protein",1,"Received"
2020-01-19,"wegmans medford","Bakery",4,"Received"
2020-01-19,"wegmans medford","Prepared Foods",4,"Received"
2020-01-19,"wegmans medford","Produce",6,"Received"
2020-01-19,"whole foods fresh pond","Bakery",15,"Received"
2020-01-19,"whole foods fresh pond","Non-perishables",5,"Received"
2020-01-19,"whole foods fresh pond","Prepared Foods",2,"Received"
2020-01-19,"whole foods fresh pond","Produce",6,"Received"
2020-01-19,"whole foods market - arlington","Bakery",4,"Received"
2020-01-19,"whole foods market - arlington","Prepared Foods",0.5,"Received"
2020-01-19,"whole foods market - arlington","Produce",2,"Received"
2020-01-19,"wicked bagels","Bakery",4.5,"Received"
2020-01-20,"arlington senior center","Bakery",6,"Distributed"
2020-01-20,"drake village","Bakery",1,"Distributed"
2020-01-20,"drake village","Prepared Foods",3,"Distributed"
2020-01-20,"drake village","Produce",6,"Distributed"
2020-01-20,"massachusetts bay veterans center","Prepared Foods",1,"Distributed"
2020-01-20,"menotomy manor","Bakery",2,"Distributed"
2020-01-20,"menotomy manor","Produce",7,"Distributed"
2020-01-20,"menotomy manor","Meat/Protein",4,"Distributed"
2020-01-20,"wayside youth & family support - steps","Produce",2,"Distributed"
2020-01-20,"wayside youth & family support - steps","Dairy and Eggs",1,"Distributed"
2020-01-20,"panera - burlington","Bakery",3,"Received"
2020-01-20,"panera - lexington","Bakery",4,"Received"
2020-01-20,"trader joe's - arlington","Bakery",5,"Received"
2020-01-20,"trader joe's - arlington","Non-perishables",0.5,"Received"
2020-01-20,"trader joe's - arlington","Prepared Foods",4,"Received"
2020-01-20,"trader joe's - arlington","Produce",9,"Received"
2020-01-20,"trader joe's - arlington","Dairy and Eggs",0.5,"Received"
2020-01-20,"trader joe's - arlington","Meat/Protein",2,"Received"
2020-01-20,"wegmans medford","Bakery",3.7,"Received"
2020-01-20,"wegmans medford","Prepared Foods",2,"Received"
